,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(1, 0, 0)",2755.79,162.35,3.26,283.7,"(0, 1, 0)",11.656999999999998,49.80061349693252,-795.5337423312884
1,"(-1, 0, -1)",1470.8,143.11,2.89,579.7,"(0, 1, 1)",8.242743748291584,49.51903114186852,-459.4083044982699
2,"(1, 0, 1)",1470.8,156.93,3.17,576.8,"(0, 1, 1)",8.242743748291584,49.50473186119874,-414.4700315457413
3,"(0, -1, 1)",1470.8,200.04,4.02,253.2,"(0, 1, 1)",8.242743748291582,49.76119402985075,-316.1094527363184
4,"(0, 1, -1)",1470.8,152.37,3.07,256.0,"(0, 1, 1)",8.242743748291582,49.63192182410424,-429.4560260586319
5,"(-1, 1, -1)",2560.6,215.62,4.34,267.8,"(1, 1, 1)",6.730172087943465,49.68202764976959,-540.3179723502304
6,"(1, -1, 1)",2560.6,203.63,4.1,265.5,"(1, 1, 1)",6.730172087943465,49.66585365853659,-574.8707317073171
7,"(1, 1, -1)",2560.6,199.74,4.0,208.9,"(1, 1, 1)",6.730172087943465,49.935,-590.2149999999999
8,"(-2, 0, 0)",169.36,120.83,2.45,287.5,"(0, 2, 0)",5.828499999999999,49.31836734693877,-19.808163265306128
9,"(2, 0, 0)",169.36,118.39,2.4,283.5,"(0, 2, 0)",5.828499999999999,49.329166666666666,-21.237500000000008
10,"(-2, 1, 0)",378.26,213.78,4.31,69.5,"(0, 2, 1)",5.213168882743008,49.60092807424594,-38.162412993039446
11,"(2, -1, 0)",378.26,204.14,4.11,66.3,"(0, 2, 1)",5.213168882743008,49.66909975669099,-42.36496350364963
12,"(0, -2, 1)",378.26,149.34,3.02,14.9,"(0, 2, 1)",5.213168882743008,49.450331125827816,-75.80132450331125
13,"(0, 2, -1)",378.26,156.04,3.15,18.5,"(0, 2, 1)",5.213168882743008,49.53650793650794,-70.54603174603174
14,"(-2, 0, -1)",378.26,182.29,3.68,485.6,"(0, 2, 1)",5.213168882743009,49.535326086956516,-53.252717391304344
15,"(2, 0, 1)",378.26,186.3,3.76,482.4,"(0, 2, 1)",5.213168882743009,49.547872340425535,-51.0531914893617
16,"(0, -1, 2)",378.26,205.12,4.13,495.6,"(0, 2, 1)",5.213168882743008,49.66585956416465,-41.922518159806295
17,"(0, 1, -2)",378.26,123.77,2.52,500.2,"(0, 2, 1)",5.213168882743008,49.11507936507936,-100.98809523809524
18,"(-2, 1, -1)",99.52,119.8,2.45,273.4,"(1, 2, 1)",4.75895032193725,48.897959183673464,8.277551020408163
19,"(-1, 2, -1)",99.52,95.99,1.97,91.6,"(1, 2, 1)",4.758950321937249,48.7258883248731,-1.791878172588833
20,"(-1, 1, -2)",99.52,61.97,1.31,440.4,"(1, 2, 1)",4.758950321937251,47.30534351145038,-28.664122137404576
21,"(2, -1, 1)",99.52,105.93,2.18,270.4,"(1, 2, 1)",4.75895032193725,48.591743119266056,2.940366972477069
22,"(1, -2, 1)",99.52,94.54,1.94,88.4,"(1, 2, 1)",4.758950321937249,48.731958762886606,-2.5670103092783454
23,"(1, -1, 2)",99.52,77.46,1.61,437.1,"(1, 2, 1)",4.758950321937251,48.11180124223602,-13.701863354037268
24,"(-2, 0, -2)",1320.05,159.32,3.24,579.9,"(0, 2, 2)",4.121371874145792,49.172839506172835,-358.25
25,"(2, 0, 2)",1320.05,222.79,4.5,576.0,"(0, 2, 2)",4.121371874145792,49.50888888888889,-243.83555555555554
26,"(0, -2, 2)",1320.05,285.78,5.75,252.2,"(0, 2, 2)",4.121371874145791,49.70086956521739,-179.87304347826085
27,"(0, 2, -2)",1320.05,309.68,6.23,256.9,"(0, 2, 2)",4.121371874145791,49.70786516853932,-162.17817014446226
28,"(-2, 1, -2)",480.83,200.55,4.06,407.1,"(1, 2, 2)",3.885666666666666,49.396551724137936,-69.03448275862068
29,"(-2, 2, -1)",480.83,257.32,5.19,134.4,"(1, 2, 2)",3.8856666666666655,49.579961464354525,-43.0655105973025
30,"(-1, 2, -2)",480.83,179.47,3.64,264.3,"(1, 2, 2)",3.8856666666666655,49.30494505494505,-82.79120879120879
31,"(2, -1, 2)",480.83,246.18,4.97,403.3,"(1, 2, 2)",3.885666666666666,49.53319919517103,-47.21327967806841
