,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2719.93,212.04,4.24,278.9,"(0, 1, 0)",11.651,50.00943396226415,-591.4834905660376
1,"(1, -1, 0)",1470.87,161.06,3.23,291.0,"(0, 1, 1)",8.238501107604465,49.863777089783284,-405.5139318885449
2,"(0, -2, 0)",161.65,216.73,4.34,278.8,"(0, 2, 0)",5.8255,49.93778801843318,12.691244239631333
3,"(-2, 1, 0)",381.71,156.76,3.15,297.8,"(0, 2, 1)",5.210485601170009,49.765079365079366,-71.4126984126984
4,"(2, -1, 0)",381.71,139.47,2.8,294.7,"(0, 2, 1)",5.210485601170009,49.81071428571429,-86.51428571428572
5,"(2, 1, 0)",381.71,178.06,3.56,334.3,"(0, 2, 1)",5.210485601170011,50.01685393258427,-57.205056179775276
6,"(-1, -2, 0)",381.71,242.36,4.85,258.6,"(0, 2, 1)",5.210485601170011,49.971134020618564,-28.731958762886592
7,"(-1, 2, 0)",381.71,127.95,2.57,289.2,"(0, 2, 1)",5.210485601170009,49.78599221789884,-98.73929961089495
8,"(1, -2, 0)",381.71,148.84,2.99,286.4,"(0, 2, 1)",5.210485601170009,49.77926421404682,-77.8829431438127
9,"(2, -1, -1)",104.02,138.24,2.79,35.6,"(1, 2, 1)",4.756500832194468,49.5483870967742,12.265232974910399
10,"(1, -2, -1)",104.02,138.55,2.79,40.8,"(1, 2, 1)",4.756500832194468,49.659498207885306,12.376344086021511
11,"(-2, 1, -1)",104.02,231.21,4.66,557.3,"(1, 2, 1)",4.756500832194468,49.61587982832618,27.293991416309016
12,"(-1, 2, -1)",104.02,151.32,3.06,538.2,"(1, 2, 1)",4.756500832194468,49.45098039215686,15.45751633986928
13,"(-2, 1, 1)",104.02,149.25,3.01,38.7,"(1, 2, 1)",4.756500832194468,49.584717607973424,15.026578073089704
14,"(-1, 2, 1)",104.02,134.27,2.71,44.1,"(1, 2, 1)",4.756500832194468,49.54612546125462,11.162361623616242
15,"(2, -1, 1)",104.02,214.58,4.33,554.1,"(1, 2, 1)",4.756500832194468,49.556581986143186,25.533487297921482
16,"(1, -2, 1)",104.02,163.51,3.3,535.2,"(1, 2, 1)",4.756500832194468,49.54848484848485,18.027272727272727
17,"(-2, -2, 0)",1311.86,347.6,6.95,134.6,"(0, 2, 2)",4.119250553802233,50.014388489208635,-138.74244604316544
18,"(2, -2, 0)",1311.87,233.17,4.68,290.2,"(0, 2, 2)",4.119250553802233,49.822649572649574,-230.49145299145297
19,"(2, 2, 0)",1311.86,229.45,4.59,180.3,"(0, 2, 2)",4.119250553802233,49.989106753812635,-235.81917211328974
20,"(2, -2, -1)",468.16,161.1,3.24,95.7,"(1, 2, 2)",3.8836666666666666,49.722222222222214,-94.77160493827162
21,"(-2, 2, -1)",468.16,322.95,6.47,489.6,"(1, 2, 2)",3.8836666666666666,49.91499227202473,-22.44358578052551
22,"(-2, 2, 1)",468.16,173.64,3.49,99.4,"(1, 2, 2)",3.8836666666666666,49.75358166189111,-84.38968481375359
23,"(-3, 0, 0)",1552.73,100.8,2.04,308.7,"(0, 3, 0)",3.8836666666666666,49.41176470588235,-711.7303921568628
24,"(0, -3, 0)",1552.73,90.8,1.84,278.1,"(0, 3, 0)",3.8836666666666666,49.347826086956516,-794.5271739130435
25,"(3, 0, 0)",1552.73,86.62,1.75,302.6,"(0, 3, 0)",3.8836666666666666,49.49714285714286,-837.777142857143
26,"(0, 3, 0)",1552.73,86.99,1.75,283.2,"(0, 3, 0)",3.8836666666666666,49.708571428571425,-837.5657142857143
27,"(0, -3, -1)",123.39,110.26,2.23,44.8,"(0, 3, 1)",3.6843697018621793,49.44394618834081,-5.887892376681612
28,"(-3, 1, 0)",123.39,118.66,2.4,301.1,"(0, 3, 1)",3.684369701862179,49.44166666666667,-1.970833333333335
29,"(0, 3, 1)",123.39,104.92,2.12,50.1,"(0, 3, 1)",3.6843697018621793,49.490566037735846,-8.712264150943396
30,"(3, -1, 0)",123.39,101.27,2.05,296.6,"(0, 3, 1)",3.684369701862179,49.400000000000006,-10.790243902439027
31,"(0, -3, 1)",123.39,145.08,2.92,516.3,"(0, 3, 1)",3.684369701862179,49.684931506849324,7.428082191780827
32,"(0, 3, -1)",123.39,116.23,2.35,521.1,"(0, 3, 1)",3.684369701862179,49.45957446808511,-3.0468085106382965
33,"(-3, 0, -1)",123.39,369.9,7.45,579.0,"(0, 3, 1)",3.6843697018621793,49.651006711409394,33.08859060402684
34,"(-1, -3, 0)",123.39,164.21,3.3,266.9,"(0, 3, 1)",3.6843697018621793,49.760606060606065,12.369696969696973
35,"(-3, 0, 1)",123.39,147.88,2.99,33.6,"(0, 3, 1)",3.684369701862179,49.45819397993311,8.190635451505015
36,"(-1, 3, 0)",123.39,88.75,1.8,287.8,"(0, 3, 1)",3.684369701862179,49.30555555555556,-19.244444444444444
37,"(3, 0, 1)",123.39,250.38,5.04,573.6,"(0, 3, 1)",3.6843697018621793,49.67857142857143,25.19642857142857
38,"(1, -3, 0)",123.39,105.33,2.13,283.7,"(0, 3, 1)",3.684369701862179,49.45070422535211,-8.478873239436622
39,"(1, 3, 0)",123.39,113.98,2.29,274.2,"(0, 3, 1)",3.6843697018621793,49.77292576419214,-4.109170305676854
40,"(3, -1, -1)",938.47,246.08,4.93,92.5,"(1, 3, 1)",3.512908675675523,49.914807302231246,-140.44421906693714
41,"(1, -3, -1)",938.47,242.75,4.87,96.7,"(1, 3, 1)",3.512908675675524,49.845995893223815,-142.8583162217659
42,"(-3, 1, 1)",938.47,288.13,5.78,97.0,"(1, 3, 1)",3.512908675675523,49.84948096885813,-112.51557093425606
43,"(-1, 3, 1)",938.47,235.9,4.73,101.8,"(1, 3, 1)",3.512908675675524,49.87315010570824,-148.53488372093022
44,"(1, -3, 1)",938.47,451.46,9.04,473.0,"(1, 3, 1)",3.512908675675523,49.940265486725664,-53.87278761061948
45,"(-3, 2, 0)",477.75,142.19,2.87,296.7,"(0, 3, 2)",3.231405993110072,49.54355400696864,-116.9198606271777
46,"(3, -2, 0)",477.75,136.32,2.75,292.0,"(0, 3, 2)",3.231405993110072,49.57090909090909,-124.15636363636364
47,"(-2, -3, 0)",477.75,341.73,6.84,241.5,"(0, 3, 2)",3.231405993110073,49.96052631578948,-19.8859649122807
48,"(-2, 3, 0)",477.75,126.56,2.55,292.1,"(0, 3, 2)",3.231405993110072,49.63137254901961,-137.72156862745098
49,"(2, -3, 0)",477.75,144.34,2.91,287.5,"(0, 3, 2)",3.231405993110072,49.60137457044674,-114.57388316151201
