,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2739.79,736.05,14.72,336.2,"(0, 1, 0)",11.644,50.00339673913043,-136.1236413043478
1,"(1, 0, 0)",2739.79,789.35,15.79,289.9,"(0, 1, 0)",11.644,49.99050031665612,-123.52374920835973
2,"(-2, 1, 0)",378.06,241.58,4.86,311.1,"(0, 2, 1)",5.20735510600151,49.70781893004115,-28.082304526748967
3,"(2, -1, 0)",378.06,249.57,5.02,307.5,"(0, 2, 1)",5.20735510600151,49.71513944223108,-25.59561752988048
4,"(2, 1, 0)",378.06,268.62,5.38,224.7,"(0, 2, 1)",5.207355106001511,49.92936802973978,-20.34200743494424
5,"(-1, -2, 0)",378.06,232.86,4.67,368.0,"(0, 2, 1)",5.207355106001511,49.86295503211992,-31.09207708779443
6,"(-1, 2, 0)",378.06,251.19,5.05,325.8,"(0, 2, 1)",5.20735510600151,49.74059405940594,-25.122772277227725
7,"(1, -2, 0)",378.06,253.88,5.1,322.6,"(0, 2, 1)",5.20735510600151,49.780392156862746,-24.34901960784314
8,"(1, 2, 0)",378.06,248.55,4.98,376.8,"(0, 2, 1)",5.207355106001511,49.90963855421687,-26.006024096385538
9,"(2, -1, -1)",100.31,114.9,2.34,51.7,"(1, 2, 1)",4.75364309416122,49.10256410256411,6.235042735042737
10,"(1, -2, -1)",100.31,109.83,2.23,74.5,"(1, 2, 1)",4.753643094161222,49.25112107623318,4.269058295964124
11,"(-2, 1, -1)",100.31,84.66,1.74,573.1,"(1, 2, 1)",4.753643094161222,48.6551724137931,-8.994252873563221
12,"(-1, 2, -1)",100.31,84.76,1.75,573.1,"(1, 2, 1)",4.75364309416122,48.434285714285714,-8.885714285714284
13,"(-2, 1, 1)",100.31,106.34,2.17,55.5,"(1, 2, 1)",4.75364309416122,49.004608294930875,2.778801843317973
14,"(-1, 2, 1)",100.31,104.63,2.13,78.2,"(1, 2, 1)",4.753643094161222,49.12206572769953,2.028169014084504
15,"(2, -1, 1)",100.31,77.98,1.62,569.1,"(1, 2, 1)",4.753643094161222,48.135802469135804,-13.78395061728395
16,"(1, -2, 1)",100.31,84.66,1.75,569.2,"(1, 2, 1)",4.75364309416122,48.37714285714286,-8.942857142857147
17,"(-2, -2, 0)",1271.63,568.9,11.38,529.4,"(0, 2, 2)",4.116775680068081,49.991212653778554,-61.75131810193322
18,"(-2, 2, 0)",1271.63,584.69,11.72,318.2,"(0, 2, 2)",4.11677568006808,49.8882252559727,-58.61262798634812
19,"(2, -2, 0)",1271.63,624.51,12.52,314.1,"(0, 2, 2)",4.11677568006808,49.88099041533546,-51.68690095846647
20,"(2, -2, -1)",471.96,398.46,8.0,120.5,"(1, 2, 2)",3.881333333333333,49.8075,-9.1875
21,"(-2, 2, -1)",471.96,313.47,6.31,514.6,"(1, 2, 2)",3.881333333333333,49.678288431061816,-25.117274167987315
22,"(-2, 2, 1)",471.96,409.65,8.22,124.6,"(1, 2, 2)",3.881333333333333,49.835766423357654,-7.58029197080292
23,"(2, -2, 1)",471.96,349.43,7.02,510.5,"(1, 2, 2)",3.881333333333333,49.776353276353284,-17.45441595441595
24,"(-3, 0, 0)",1450.49,222.16,4.47,295.4,"(0, 3, 0)",3.881333333333333,49.70022371364654,-274.79418344519013
25,"(0, -3, 0)",1450.49,265.53,5.33,333.3,"(0, 3, 0)",3.881333333333333,49.81801125703564,-222.3189493433396
26,"(3, 0, 0)",1450.49,243.75,4.91,288.2,"(0, 3, 0)",3.881333333333333,49.64358452138493,-245.77189409368634
27,"(0, 3, 0)",1450.49,265.0,5.33,339.4,"(0, 3, 0)",3.881333333333333,49.71857410881801,-222.41838649155721
28,"(-3, -1, 0)",121.21,137.5,2.77,271.9,"(0, 3, 1)",3.6821561075000617,49.63898916967509,5.880866425992782
29,"(0, -3, -1)",121.21,124.57,2.52,95.7,"(0, 3, 1)",3.6821561075000617,49.43253968253968,1.333333333333333
30,"(-3, 1, 0)",121.21,167.38,3.39,307.8,"(0, 3, 1)",3.682156107500061,49.37463126843657,13.619469026548673
31,"(0, 3, 1)",121.21,132.96,2.7,100.9,"(0, 3, 1)",3.6821561075000617,49.24444444444445,4.3518518518518565
