,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2741.85,673.53,13.48,335.8,"(0, 1, 0)",11.645000000000001,49.965133531157264,-153.43620178041542
1,"(-2, 1, 0)",375.68,237.37,4.77,311.4,"(0, 2, 1)",5.20780231959701,49.763102725366885,-28.995807127882603
2,"(2, -1, 0)",375.68,244.07,4.91,307.7,"(0, 2, 1)",5.20780231959701,49.70875763747454,-26.80448065173116
3,"(2, 1, 0)",375.68,263.85,5.29,225.0,"(0, 2, 1)",5.207802319597012,49.87712665406428,-21.139886578449904
4,"(-1, -2, 0)",375.68,229.76,4.61,367.5,"(0, 2, 1)",5.207802319597012,49.839479392624725,-31.652928416485903
5,"(-1, 2, 0)",375.68,254.23,5.11,325.8,"(0, 2, 1)",5.20780231959701,49.75146771037181,-23.767123287671236
6,"(1, -2, 0)",375.68,254.79,5.12,322.6,"(0, 2, 1)",5.20780231959701,49.763671875,-23.611328125000004
7,"(1, 2, 0)",375.68,245.42,4.92,376.2,"(0, 2, 1)",5.207802319597012,49.88211382113821,-26.475609756097565
8,"(2, -1, -1)",99.22,112.57,2.29,51.7,"(1, 2, 1)",4.754051342451684,49.15720524017467,5.8296943231441025
9,"(1, -2, -1)",99.22,107.73,2.19,74.4,"(1, 2, 1)",4.754051342451685,49.19178082191781,3.88584474885845
10,"(-2, 1, -1)",99.22,87.23,1.79,573.9,"(1, 2, 1)",4.754051342451685,48.731843575419,-6.698324022346366
11,"(-1, 2, -1)",99.22,82.7,1.71,573.0,"(1, 2, 1)",4.754051342451684,48.36257309941521,-9.66081871345029
12,"(-2, 1, 1)",99.22,103.45,2.11,56.0,"(1, 2, 1)",4.754051342451684,49.02843601895735,2.004739336492893
13,"(-1, 2, 1)",99.22,103.73,2.11,78.3,"(1, 2, 1)",4.754051342451685,49.161137440758296,2.1374407582938413
14,"(2, -1, 1)",99.22,79.05,1.64,569.2,"(1, 2, 1)",4.754051342451685,48.201219512195124,-12.29878048780488
