,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2701.14,240.7,4.82,311.4,"(0, 1, 0)",11.649,49.93775933609958,-510.46473029045643
1,"(1, 0, 0)",2701.14,269.93,5.4,283.2,"(0, 1, 0)",11.649,49.987037037037034,-450.22407407407405
2,"(1, -1, 0)",1482.64,161.48,3.24,297.6,"(0, 1, 1)",8.237086894042092,49.8395061728395,-407.7654320987654
3,"(-2, 0, 0)",159.08,255.07,5.11,288.4,"(0, 2, 0)",5.8245,49.91585127201565,18.784735812133068
4,"(2, 0, 0)",159.08,299.48,6.0,283.0,"(0, 2, 0)",5.8245,49.913333333333334,23.400000000000002
5,"(0, 2, 0)",159.08,248.37,4.98,313.3,"(0, 2, 0)",5.8245,49.873493975903614,17.929718875502004
6,"(-2, 1, 0)",369.79,100.85,2.03,297.4,"(0, 2, 1)",5.209591173979009,49.679802955665025,-132.4827586206897
7,"(2, -1, 0)",369.79,121.23,2.44,293.9,"(0, 2, 1)",5.209591173979009,49.6844262295082,-101.8688524590164
8,"(2, 1, 0)",369.79,145.06,2.9,259.0,"(0, 2, 1)",5.20959117397901,50.02068965517242,-77.49310344827587
9,"(-1, -2, 0)",369.79,132.44,2.65,324.1,"(0, 2, 1)",5.20959117397901,49.97735849056604,-89.56603773584906
10,"(-1, 2, 0)",369.79,108.26,2.18,305.2,"(0, 2, 1)",5.209591173979009,49.6605504587156,-119.96788990825688
11,"(1, -2, 0)",369.79,105.05,2.12,302.1,"(0, 2, 1)",5.209591173979009,49.55188679245283,-124.87735849056604
12,"(1, 2, 0)",369.79,136.98,2.74,330.3,"(0, 2, 1)",5.20959117397901,49.992700729927,-84.96715328467154
13,"(2, -1, -1)",109.16,97.3,1.97,41.1,"(1, 2, 1)",4.755684335613539,49.390862944162436,-6.020304568527918
14,"(1, -2, -1)",109.16,99.33,2.01,57.2,"(1, 2, 1)",4.75568433561354,49.4179104477612,-4.890547263681592
