,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2706.48,195.22,3.91,278.5,"(0, 1, 0)",11.651,49.928388746803066,-642.2659846547315
1,"(1, -1, 0)",1481.07,151.37,3.04,290.8,"(0, 1, 1)",8.238501107604465,49.79276315789474,-437.40131578947364
2,"(0, -2, 0)",162.66,196.88,3.95,278.4,"(0, 2, 0)",5.8255,49.84303797468354,8.663291139240506
3,"(0, 2, 0)",162.66,156.91,3.15,281.8,"(0, 2, 0)",5.8255,49.81269841269841,-1.8253968253968254
4,"(-2, 1, 0)",374.52,147.23,2.96,297.7,"(0, 2, 1)",5.210485601170009,49.73986486486486,-76.78716216216216
5,"(2, -1, 0)",374.52,136.87,2.75,294.6,"(0, 2, 1)",5.210485601170009,49.77090909090909,-86.41818181818181
6,"(2, 1, 0)",374.53,166.47,3.33,335.8,"(0, 2, 1)",5.210485601170011,49.99099099099099,-62.48048048048047
7,"(-1, -2, 0)",374.52,212.59,4.26,257.9,"(0, 2, 1)",5.210485601170011,49.90375586854461,-38.01173708920187
8,"(-1, 2, 0)",374.52,123.8,2.49,289.0,"(0, 2, 1)",5.210485601170009,49.718875502008025,-100.69076305220881
9,"(1, -2, 0)",374.52,143.55,2.89,286.2,"(0, 2, 1)",5.210485601170009,49.67128027681661,-79.92041522491348
10,"(2, -1, -1)",107.13,128.02,2.58,35.5,"(1, 2, 1)",4.756500832194468,49.62015503875969,8.096899224806208
11,"(1, -2, -1)",107.13,135.12,2.72,40.7,"(1, 2, 1)",4.756500832194468,49.67647058823529,10.29044117647059
12,"(-2, 1, -1)",107.13,213.7,4.31,557.2,"(1, 2, 1)",4.756500832194468,49.58236658932715,24.726218097447795
13,"(-1, 2, -1)",107.13,143.27,2.89,538.0,"(1, 2, 1)",4.756500832194468,49.57439446366782,12.505190311418689
14,"(-2, 1, 1)",107.13,134.79,2.72,38.5,"(1, 2, 1)",4.756500832194468,49.55514705882352,10.16911764705882
15,"(-1, 2, 1)",107.13,123.93,2.5,43.9,"(1, 2, 1)",4.756500832194468,49.572,6.720000000000004
16,"(2, -1, 1)",107.13,195.96,3.95,554.0,"(1, 2, 1)",4.756500832194468,49.61012658227848,22.48860759493671
17,"(1, -2, 1)",107.13,156.29,3.15,535.0,"(1, 2, 1)",4.756500832194468,49.615873015873014,15.606349206349206
18,"(-2, -2, 0)",1294.76,305.95,6.12,128.4,"(0, 2, 2)",4.119250553802233,49.99183006535947,-161.5702614379085
19,"(2, -2, 0)",1294.76,224.43,4.51,290.1,"(0, 2, 2)",4.119250553802233,49.76274944567628,-237.32372505543236
20,"(2, 2, 0)",1294.76,229.23,4.58,171.6,"(0, 2, 2)",4.119250553802233,50.05021834061135,-232.64847161572052
