,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(1, 0, 0)",2761.95,152.79,3.07,282.9,"(0, 1, 0)",11.654000000000002,49.76872964169381,-849.8892508143323
1,"(1, 0, 1)",1472.06,157.17,3.16,576.9,"(0, 1, 1)",8.240622427948027,49.73734177215189,-416.10443037974676
2,"(0, 1, -1)",1472.06,140.44,2.82,256.8,"(0, 1, 1)",8.240622427948027,49.801418439716315,-472.20567375886526
3,"(-1, 1, -1)",2592.31,224.6,4.51,268.0,"(1, 1, 1)",6.7284400371359,49.80044345898005,-524.9911308203991
4,"(-1, -1, 1)",2592.31,270.17,5.41,200.0,"(1, 1, 1)",6.7284400371359,49.93900184842884,-429.23105360443617
5,"(1, -1, 1)",2592.31,203.55,4.09,265.7,"(1, 1, 1)",6.7284400371359,49.7677261613692,-584.0488997555012
6,"(1, 1, -1)",2592.31,245.47,4.92,211.4,"(1, 1, 1)",6.7284400371359,49.892276422764226,-477.00000000000006
7,"(-2, 0, 0)",174.11,125.76,2.53,287.2,"(0, 2, 0)",5.827000000000001,49.70750988142293,-19.110671936758898
8,"(2, 0, 0)",174.11,146.57,2.95,283.5,"(0, 2, 0)",5.827000000000001,49.684745762711856,-9.335593220338989
9,"(-2, 1, 0)",370.87,179.26,3.61,69.6,"(0, 2, 1)",5.21182724195651,49.65650969529086,-53.07756232686981
10,"(2, -1, 0)",370.87,164.52,3.31,66.4,"(0, 2, 1)",5.21182724195651,49.703927492447136,-62.34138972809667
11,"(0, -2, 1)",370.87,130.72,2.63,15.5,"(0, 2, 1)",5.21182724195651,49.70342205323194,-91.31178707224335
12,"(2, 0, 1)",370.87,173.63,3.5,482.3,"(0, 2, 1)",5.211827241956511,49.60857142857143,-56.354285714285716
13,"(0, -1, 2)",370.87,173.6,3.49,496.2,"(0, 2, 1)",5.21182724195651,49.74212034383954,-56.5243553008596
14,"(0, 1, -2)",370.87,128.59,2.6,500.3,"(0, 2, 1)",5.21182724195651,49.457692307692305,-93.18461538461538
15,"(-2, 1, -1)",96.86,109.67,2.23,273.5,"(1, 2, 1)",4.757725577065861,49.17937219730942,5.7443946188340815
