,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(-1, 0, 0)",2743.45,3176.93,64.54,381.1,"(0, 1, 0)",11.582999999999997,49.22420204524325,6.716454911682677
1,"(-1, 1, 0)",1466.8,1168.69,23.43,9.7,"(0, 1, 1)",8.190417846483777,49.880068288519,-12.723431498079382
2,"(0, -1, 1)",1466.8,1519.53,30.64,202.4,"(0, 1, 1)",8.190417846483777,49.593015665796344,1.7209530026109665
3,"(0, 1, -1)",1466.8,1236.16,24.98,205.6,"(0, 1, 1)",8.190417846483777,49.48598879103283,-9.232986389111284
4,"(-1, 1, -1)",2563.5,3242.64,66.18,273.5,"(1, 1, 1)",6.687448168023433,48.99728014505892,10.26201269265639
5,"(1, -1, 1)",2563.5,3560.04,72.69,269.9,"(1, 1, 1)",6.687448168023433,48.97565002063558,13.709451093685514
6,"(-2, 0, 0)",150.65,847.18,22.63,382.9,"(0, 2, 0)",5.791499999999998,37.436146707909856,30.779054352629252
7,"(2, 0, 0)",150.65,955.72,24.49,378.8,"(0, 2, 0)",5.791499999999998,39.02490812576562,32.87341772151899
8,"(-2, 1, 0)",372.2,264.95,5.66,126.6,"(0, 2, 1)",5.180075076676011,46.810954063604235,-18.948763250883392
9,"(2, -1, 0)",372.2,291.59,6.26,122.4,"(0, 2, 1)",5.180075076676011,46.57987220447284,-12.876996805111824
10,"(-2, 0, -1)",372.2,283.43,30.12,534.9,"(0, 2, 1)",5.180075076676011,9.410026560424967,-2.9472111553784854
11,"(-2, 0, 1)",372.2,381.11,7.67,34.0,"(0, 2, 1)",5.180075076676011,49.6883963494133,1.1616688396349446
12,"(2, 0, 1)",372.2,377.65,36.09,531.8,"(0, 2, 1)",5.180075076676011,10.464117484067607,0.1510113604876694
13,"(0, -1, 2)",372.2,99.97,27.77,449.5,"(0, 2, 1)",5.180075076676011,3.5999279798343538,-9.803024846957149
14,"(2, 0, -1)",372.2,406.11,8.18,27.7,"(0, 2, 1)",5.180075076676011,49.646699266503674,4.14547677261614
15,"(0, 1, -2)",372.2,472.99,25.12,452.8,"(0, 2, 1)",5.180075076676011,18.82921974522293,4.012340764331211
16,"(-2, 1, -1)",100.67,112.0,9.79,303.4,"(1, 2, 1)",4.728739948442924,11.440245148110318,1.1573033707865168
