,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(1, 0, 0)",2756.47,2472.94,49.67,381.4,"(0, 1, 0)",11.619999999999997,49.78739681900544,-5.708274612442112
1,"(0, -1, 1)",1437.11,1642.11,33.09,198.4,"(0, 1, 1)",8.21658079738768,49.625566636446045,6.195225143547899
2,"(0, 1, -1)",1437.11,1579.6,31.83,201.4,"(0, 1, 1)",8.21658079738768,49.62613886270814,4.476594407791392
3,"(-1, 1, -1)",2503.87,2444.53,49.34,269.1,"(1, 1, 1)",6.708810127983449,49.544588569112285,-1.2026753141467306
4,"(1, -1, 1)",2503.87,2618.78,52.86,266.2,"(1, 1, 1)",6.708810127983449,49.541808550889144,2.173855467272045
5,"(-2, 0, 0)",145.93,1190.07,24.52,390.5,"(0, 2, 0)",5.809999999999999,48.534665579119086,42.583197389885804
6,"(2, 0, 0)",145.93,1166.08,24.12,385.7,"(0, 2, 0)",5.809999999999999,48.34494195688225,42.294776119402975
7,"(-2, 1, 0)",375.77,355.13,7.73,124.0,"(0, 2, 1)",5.1966219797095095,45.941785252263905,-2.6701164294954705
8,"(2, -1, 0)",375.77,308.85,7.01,119.3,"(0, 2, 1)",5.1966219797095095,44.05848787446505,-9.546362339514973
9,"(-2, 0, -1)",375.77,306.51,6.81,539.2,"(0, 2, 1)",5.19662197970951,45.008810572687224,-10.170337738619676
10,"(2, 0, 1)",375.77,313.84,7.1,535.0,"(0, 2, 1)",5.19662197970951,44.20281690140845,-8.722535211267607
11,"(0, -1, 2)",375.77,428.49,9.78,437.8,"(0, 2, 1)",5.1966219797095095,43.812883435582826,5.390593047034768
12,"(0, 1, -2)",375.77,465.29,10.4,442.4,"(0, 2, 1)",5.1966219797095095,44.739423076923075,8.60769230769231
13,"(-2, 1, -1)",96.71,126.96,6.7,303.9,"(1, 2, 1)",4.743845135190087,18.949253731343283,4.514925373134329
14,"(-1, 2, -1)",96.71,167.87,4.58,90.2,"(1, 2, 1)",4.743845135190086,36.6528384279476,15.537117903930133
15,"(-1, 1, -2)",96.71,117.93,6.16,426.5,"(1, 2, 1)",4.743845135190087,19.14448051948052,3.444805194805197
16,"(-1, -1, 2)",96.71,119.51,4.02,471.5,"(1, 2, 1)",4.743845135190087,29.72885572139304,5.671641791044779
17,"(2, -1, 1)",96.71,134.41,8.31,300.5,"(1, 2, 1)",4.743845135190087,16.174488567990373,4.536702767749699
18,"(1, -2, 1)",96.71,184.92,5.07,86.4,"(1, 2, 1)",4.743845135190086,36.47337278106509,17.39842209072978
19,"(1, -1, 2)",96.71,114.71,6.67,422.7,"(1, 2, 1)",4.743845135190087,17.197901049475263,2.6986506746626686
20,"(1, 1, -2)",96.71,159.92,4.67,483.7,"(1, 2, 1)",4.743845135190087,34.2441113490364,13.535331905781584
21,"(0, -2, 2)",1253.52,1590.33,32.46,197.3,"(0, 2, 2)",4.10829039869384,48.99353049907578,10.37615526802218
22,"(0, 2, -2)",1253.52,1610.54,32.76,202.4,"(0, 2, 2)",4.10829039869384,49.16178266178267,10.898046398046398
23,"(-2, 1, -2)",469.03,585.44,14.29,418.7,"(1, 2, 2)",3.873333333333332,40.96850944716586,8.146256123163058
24,"(-2, 2, -1)",469.03,587.4,12.65,153.1,"(1, 2, 2)",3.873333333333332,46.43478260869565,9.357312252964427
25,"(-1, 2, -2)",469.03,635.12,14.22,243.8,"(1, 2, 2)",3.8733333333333313,44.66385372714486,11.68002812939522
26,"(-1, -2, 2)",469.03,677.42,14.01,121.2,"(1, 2, 2)",3.8733333333333313,48.35260528194147,14.874375446109921
27,"(2, -1, 2)",469.03,563.41,14.46,413.9,"(1, 2, 2)",3.873333333333332,38.96334716459197,6.5269709543568455
28,"(2, -2, 1)",469.03,570.48,12.61,148.9,"(1, 2, 2)",3.873333333333332,45.24028548770817,8.045202220459956
29,"(1, -2, 2)",469.03,622.81,14.47,239.1,"(1, 2, 2)",3.8733333333333313,43.04146510020732,10.627505183137524
30,"(1, 2, -2)",469.03,617.89,12.84,129.6,"(1, 2, 2)",3.8733333333333313,48.12227414330218,11.593457943925236
31,"(-2, 2, -2)",0.66,280.57,10.07,272.4,"(2, 2, 2)",3.3544050639917247,27.86196623634558,27.796425024826213
32,"(2, -2, 2)",0.66,310.37,11.55,267.5,"(2, 2, 2)",3.3544050639917247,26.87186147186147,26.81471861471861
33,"(-3, 0, 0)",1427.62,631.97,14.74,388.1,"(0, 3, 0)",3.873333333333332,42.874491180461334,-53.978968792401616
34,"(3, 0, 0)",1427.62,667.95,15.88,380.8,"(0, 3, 0)",3.873333333333332,42.062342569269525,-47.838161209068
35,"(-3, 1, 0)",117.71,153.73,5.79,192.6,"(0, 3, 1)",3.674566641115656,26.550949913644214,6.2210708117443865
36,"(3, -1, 0)",117.71,155.31,6.82,187.6,"(0, 3, 1)",3.674566641115656,22.772727272727273,5.513196480938418
37,"(-3, 0, -1)",117.71,173.68,5.89,503.2,"(0, 3, 1)",3.674566641115657,29.487266553480477,9.502546689303907
38,"(-3, 0, 1)",117.71,142.87,4.48,186.5,"(0, 3, 1)",3.674566641115656,31.890624999999996,5.616071428571431
39,"(3, 0, 1)",117.71,165.22,6.59,498.1,"(0, 3, 1)",3.674566641115657,25.071320182094084,7.2094081942336885
40,"(0, -1, 3)",117.71,159.79,4.84,551.8,"(0, 3, 1)",3.674566641115656,33.014462809917354,8.694214876033058
41,"(3, 0, -1)",117.71,161.94,5.16,179.2,"(0, 3, 1)",3.674566641115656,31.383720930232556,8.571705426356589
42,"(0, 1, -3)",117.71,178.86,5.05,558.4,"(0, 3, 1)",3.674566641115656,35.41782178217822,12.108910891089113
43,"(-3, 1, -1)",911.35,771.49,17.54,322.2,"(1, 3, 1)",3.5035618239936124,43.984606613454964,-7.973774230330674
44,"(-1, 1, -3)",911.35,994.99,20.68,520.1,"(1, 3, 1)",3.5035618239936124,48.11363636363637,4.044487427466151
45,"(3, -1, 1)",911.35,963.42,21.66,316.9,"(1, 3, 1)",3.5035618239936124,44.4792243767313,2.4039704524469037
46,"(1, -1, 3)",911.35,1003.82,20.94,514.1,"(1, 3, 1)",3.5035618239936124,47.937917860553966,4.4159503342884445
47,"(-3, 2, 0)",483.78,549.77,11.7,75.6,"(0, 3, 2)",3.2228081400685804,46.98888888888889,5.6401709401709414
48,"(3, -2, 0)",483.78,588.85,12.66,69.8,"(0, 3, 2)",3.2228081400685804,46.51263823064771,8.299368088467618
49,"(0, -3, 2)",483.79,618.52,13.16,63.4,"(0, 3, 2)",3.2228081400685804,47.0,10.23784194528875
50,"(0, 3, -2)",483.79,565.17,11.96,70.2,"(0, 3, 2)",3.2228081400685804,47.25501672240802,6.804347826086951
51,"(-3, 0, -2)",483.78,633.86,13.49,568.9,"(0, 3, 2)",3.222808140068581,46.98739807264641,11.125277983691626
52,"(3, 0, 2)",483.78,649.01,14.12,563.9,"(0, 3, 2)",3.222808140068581,45.96388101983003,11.701841359773374
53,"(0, -2, 3)",483.79,614.54,15.82,339.6,"(0, 3, 2)",3.2228081400685804,38.84576485461441,8.264854614412133
54,"(0, 2, -3)",483.79,639.54,15.45,347.1,"(0, 3, 2)",3.2228081400685804,41.394174757281554,10.08090614886731
55,"(-3, 2, -1)",306.52,349.95,9.65,196.4,"(1, 3, 2)",3.1055756310223708,36.26424870466321,4.500518134715026
56,"(-1, 3, -2)",306.52,333.79,8.31,126.2,"(1, 3, 2)",3.1055756310223703,40.167268351383875,3.281588447653434
57,"(-2, 1, -3)",306.52,268.13,8.52,495.9,"(1, 3, 2)",3.1055756310223708,31.470657276995308,-4.505868544600937
58,"(-3, 1, -2)",306.52,298.31,11.23,414.8,"(1, 3, 2)",3.1055756310223708,26.56366874443455,-0.7310774710596598
59,"(-2, 3, -1)",306.52,320.97,7.66,60.5,"(1, 3, 2)",3.1055756310223703,41.90208877284596,1.8864229765013114
60,"(-1, 2, -3)",306.52,356.77,12.14,354.7,"(1, 3, 2)",3.1055756310223708,29.387973640856668,4.1392092257001645
61,"(-1, -2, 3)",306.52,357.52,10.67,325.3,"(1, 3, 2)",3.1055756310223703,33.5070290534208,4.779756326148079
62,"(3, -2, 1)",306.52,351.53,10.77,190.7,"(1, 3, 2)",3.1055756310223708,32.6397400185701,4.1792014856081705
63,"(1, -3, 2)",306.52,354.56,8.99,119.9,"(1, 3, 2)",3.1055756310223703,39.43937708565072,5.343715239154618
64,"(2, -1, 3)",306.52,312.64,9.9,491.0,"(1, 3, 2)",3.1055756310223708,31.579797979797977,0.6181818181818186
65,"(3, -1, 2)",306.52,335.37,13.06,409.6,"(1, 3, 2)",3.1055756310223708,25.6791730474732,2.2090352220520693
66,"(2, -3, 1)",306.52,293.32,7.5,55.2,"(1, 3, 2)",3.1055756310223703,39.10933333333333,-1.7599999999999985
67,"(1, -2, 3)",306.52,418.51,14.01,349.1,"(1, 3, 2)",3.1055756310223708,29.872234118486794,7.993576017130621
68,"(1, 2, -3)",306.52,363.96,10.37,334.9,"(1, 3, 2)",3.1055756310223703,35.09739633558341,5.539054966248795
69,"(-3, 2, -2)",217.46,285.55,12.81,290.9,"(2, 3, 2)",2.8182639629221886,22.2911787665886,5.315378610460578
70,"(-2, 3, -2)",217.46,191.23,7.03,167.1,"(2, 3, 2)",2.818263962922188,27.20199146514936,-3.731152204836418
71,"(-2, 2, -3)",217.46,165.41,11.48,360.9,"(2, 3, 2)",2.8182639629221886,14.408536585365853,-4.5339721254355405
72,"(-2, -2, 3)",217.46,193.5,7.24,293.4,"(2, 3, 2)",2.818263962922188,26.726519337016573,-3.309392265193371
73,"(3, -2, 2)",217.46,191.23,12.32,285.0,"(2, 3, 2)",2.8182639629221886,15.521915584415583,-2.129058441558443
74,"(2, -3, 2)",217.46,205.25,8.1,161.9,"(2, 3, 2)",2.818263962922188,25.339506172839506,-1.5074074074074084
75,"(2, -2, 3)",217.46,229.24,13.65,354.6,"(2, 3, 2)",2.8182639629221886,16.794139194139195,0.863003663003663
76,"(2, 2, -3)",217.46,191.29,7.2,308.8,"(2, 3, 2)",2.818263962922188,26.568055555555553,-3.634722222222224
77,"(0, -3, 3)",464.35,1071.38,23.01,196.0,"(0, 3, 3)",2.7388602657958936,46.56149500217297,26.381138635375926
78,"(0, 3, -3)",464.35,984.88,20.97,203.4,"(0, 3, 3)",2.7388602657958936,46.96614210777301,24.822603719599428
79,"(-3, 1, -3)",3.57,1.32,7.39,480.5,"(1, 3, 3)",2.6658108275759274,0.1786197564276049,-0.3044654939106901
80,"(-3, 3, -1)",3.57,26.85,4.99,105.7,"(1, 3, 3)",2.665810827575927,5.380761523046092,4.6653306613226455
81,"(-1, 3, -3)",3.57,55.89,7.26,235.9,"(1, 3, 3)",2.665810827575927,7.698347107438017,7.206611570247934
82,"(-1, -3, 3)",3.57,-2.31,5.34,148.4,"(1, 3, 3)",2.665810827575927,-0.43258426966292135,-1.101123595505618
83,"(3, -1, 3)",3.57,36.96,9.36,471.2,"(1, 3, 3)",2.6658108275759274,3.948717948717949,3.5673076923076925
84,"(3, -3, 1)",3.57,-0.89,6.04,102.0,"(1, 3, 3)",2.665810827575927,-0.14735099337748345,-0.7384105960264901
85,"(1, -3, 3)",3.57,-6.37,8.47,226.1,"(1, 3, 3)",2.665810827575927,-0.7520661157024793,-1.1735537190082643
86,"(1, 3, -3)",3.57,15.22,4.6,161.8,"(1, 3, 3)",2.665810827575927,3.3086956521739133,2.5326086956521743
87,"(-3, 2, -3)",622.74,685.0,19.09,365.6,"(2, 3, 3)",2.4773923240521927,35.882661079099,3.2613933996856987
