,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(1, 0, 0)",2785.87,183.1,3.68,284.6,"(0, 1, 0)",11.662999999999997,49.755434782608695,-707.2744565217391
1,"(-1, 0, -1)",1463.38,160.79,3.28,579.5,"(0, 1, 1)",8.246986388978701,49.021341463414636,-397.13109756097566
2,"(1, 0, 1)",1463.38,185.13,3.75,577.0,"(0, 1, 1)",8.246986388978701,49.368,-340.8666666666667
3,"(0, -1, 1)",1463.38,218.21,4.4,252.1,"(0, 1, 1)",8.246986388978701,49.59318181818182,-282.9931818181818
4,"(0, 1, -1)",1463.38,179.67,3.63,254.6,"(0, 1, 1)",8.246986388978701,49.49586776859504,-353.6391184573003
5,"(-1, 1, -1)",2612.04,210.87,4.27,267.3,"(1, 1, 1)",6.733636189558602,49.384074941452,-562.3348946135832
6,"(-1, -1, 1)",2612.04,249.72,5.0,193.4,"(1, 1, 1)",6.733636189558602,49.944,-472.46400000000006
7,"(1, -1, 1)",2612.04,199.95,4.05,265.1,"(1, 1, 1)",6.733636189558602,49.37037037037037,-595.5777777777779
8,"(1, 1, -1)",2612.04,211.42,4.24,204.0,"(1, 1, 1)",6.733636189558602,49.86320754716981,-566.1839622641509
9,"(-2, 0, 0)",175.33,122.64,2.51,288.1,"(0, 2, 0)",5.831499999999998,48.86055776892431,-20.992031872509965
10,"(2, 0, 0)",175.33,104.7,2.16,284.5,"(0, 2, 0)",5.831499999999998,48.47222222222222,-32.699074074074076
11,"(-2, 1, 0)",373.07,258.77,5.24,69.4,"(0, 2, 1)",5.215852164316007,49.38358778625954,-21.812977099236644
12,"(2, -1, 0)",373.07,238.72,4.84,66.3,"(0, 2, 1)",5.215852164316007,49.32231404958678,-27.758264462809915
13,"(0, -2, 1)",373.07,164.69,3.37,13.8,"(0, 2, 1)",5.215852164316007,48.86943620178042,-61.83382789317507
14,"(0, 2, -1)",373.07,182.63,3.72,17.3,"(0, 2, 1)",5.215852164316007,49.094086021505376,-51.19354838709677
15,"(-2, 0, -1)",373.06,210.64,4.29,485.8,"(0, 2, 1)",5.215852164316008,49.1002331002331,-37.86013986013986
16,"(2, 0, 1)",373.06,190.36,3.89,482.7,"(0, 2, 1)",5.215852164316008,48.93573264781491,-46.966580976863746
17,"(0, -1, 2)",373.07,236.31,4.79,494.5,"(0, 2, 1)",5.215852164316007,49.33402922755741,-28.551148225469728
18,"(0, 1, -2)",373.07,198.47,4.03,498.3,"(0, 2, 1)",5.215852164316007,49.24813895781637,-43.32506203473945
19,"(-2, 1, -1)",92.73,133.25,2.77,273.3,"(1, 2, 1)",4.761399811680033,48.104693140794225,14.628158844765341
20,"(-1, 2, -1)",92.73,95.65,2.04,90.9,"(1, 2, 1)",4.7613998116800325,46.88725490196079,1.4313725490196088
21,"(-1, 1, -2)",92.73,94.16,2.03,439.7,"(1, 2, 1)",4.761399811680033,46.38423645320197,0.7044334975369423
22,"(2, -1, 1)",92.73,132.39,2.75,270.2,"(1, 2, 1)",4.761399811680033,48.141818181818174,14.421818181818175
23,"(1, -2, 1)",92.73,85.35,1.84,87.7,"(1, 2, 1)",4.7613998116800325,46.385869565217384,-4.010869565217396
24,"(1, -1, 2)",92.73,89.09,1.94,436.5,"(1, 2, 1)",4.761399811680033,45.922680412371136,-1.8762886597938149
