,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(1, 0, 0)",2771.12,326.76,6.55,283.1,"(0, 1, 0)",11.656999999999998,49.887022900763355,-373.18473282442744
1,"(1, 0, 1)",1457.56,267.14,5.38,576.0,"(0, 1, 1)",8.242743748291584,49.6542750929368,-221.26765799256506
2,"(0, -1, 1)",1457.56,341.42,6.86,251.2,"(0, 1, 1)",8.242743748291582,49.76967930029154,-162.70262390670553
3,"(0, 1, -1)",1457.56,312.55,6.28,253.9,"(0, 1, 1)",8.242743748291582,49.76910828025478,-182.3264331210191
4,"(-1, -1, 1)",2596.95,863.12,17.27,191.8,"(1, 1, 1)",6.730172087943465,49.977996525767225,-100.39548349739432
5,"(1, -1, 1)",2596.95,699.38,14.03,264.4,"(1, 1, 1)",6.730172087943465,49.84889522451889,-135.25089094796863
6,"(-2, 0, 0)",166.21,454.26,9.11,288.3,"(0, 2, 0)",5.828499999999999,49.863885839736554,31.619099890230512
7,"(-2, 1, 0)",365.55,241.79,4.88,68.6,"(0, 2, 1)",5.213168882743008,49.54713114754098,-25.360655737704924
8,"(2, -1, 0)",365.55,227.76,4.6,65.5,"(0, 2, 1)",5.213168882743008,49.51304347826087,-29.954347826086963
9,"(0, -2, 1)",365.55,199.53,4.03,12.9,"(0, 2, 1)",5.213168882743008,49.511166253101734,-41.19602977667494
10,"(0, 2, -1)",365.55,187.3,3.79,16.6,"(0, 2, 1)",5.213168882743008,49.419525065963064,-47.031662269129285
11,"(-2, 0, -1)",365.55,202.13,4.11,485.7,"(0, 2, 1)",5.213168882743009,49.180048661800484,-39.76155717761557
12,"(2, 0, 1)",365.55,202.49,4.13,482.5,"(0, 2, 1)",5.213168882743009,49.029055690072646,-39.4818401937046
13,"(0, -1, 2)",365.55,233.7,4.73,493.2,"(0, 2, 1)",5.213168882743008,49.40803382663847,-27.87526427061311
14,"(0, 1, -2)",365.55,219.76,4.45,496.9,"(0, 2, 1)",5.213168882743008,49.38426966292135,-32.761797752808995
15,"(-2, 1, -1)",92.55,122.56,2.56,273.0,"(1, 2, 1)",4.75895032193725,47.875,11.722656250000002
16,"(-1, 2, -1)",92.55,101.97,2.14,90.2,"(1, 2, 1)",4.758950321937249,47.64953271028037,4.4018691588785055
17,"(-1, 1, -2)",92.55,93.06,2.02,438.6,"(1, 2, 1)",4.758950321937251,46.06930693069307,0.25247524752475503
