,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff,,,,
3259,"(-2, 11, -9)",0.91,47.87,18.25,151.3,"(2, 11, 9)",0.810230822,2.623013699,2.573150685,,,,
3260,"(-9, 2, -11)",0.91,27.52,19.46,552.8,"(2, 11, 9)",0.810230822,1.414182939,1.367420349,,,,
3261,"(-2, -11, 9)",0.91,19.6,18.61,114.8,"(2, 11, 9)",0.810230822,1.053197206,1.004298764,,,,
3262,"(-11, 2, -9)",0.91,-18.91,18.91,0,"(2, 11, 9)",0.810230822,-1,-1.048122686,,,,
3263,"(-9, 11, -2)",0.91,8.31,16.75,26.6,"(2, 11, 9)",0.810230822,0.496119403,0.441791045,,,,
3264,"(-2, 9, -11)",0.91,22.69,19.79,286.3,"(2, 11, 9)",0.810230822,1.146538656,1.100555836,,,,
3265,"(-2, -9, 11)",0.91,-19.82,19.82,0,"(2, 11, 9)",0.810230822,-1,-1.045913219,,,,
3266,"(11, -9, 2)",0.91,-21.86,21.86,106.9,"(2, 11, 9)",0.810230822,-1,-1.041628545,,,,
3267,"(2, -11, 9)",0.91,-19.09,19.09,158.5,"(2, 11, 9)",0.810230822,-1,-1.047668937,,,,
3268,"(9, -2, 11)",0.91,16.92,21.4,543.5,"(2, 11, 9)",0.810230822,0.790654206,0.748130841,,,,
3269,"(2, 11, -9)",0.91,18.86,16.28,101.3,"(2, 11, 9)",0.810230822,1.158476658,1.102579853,,,,
3270,"(11, -2, 9)",0.91,-20.78,20.78,503.7,"(2, 11, 9)",0.810230822,-1,-1.043792108,,,,
3271,"(9, -11, 2)",0.91,-22.54,22.54,19.7,"(2, 11, 9)",0.810230822,-1,-1.040372671,,,,
3272,"(2, -9, 11)",0.91,19.79,20.29,0,"(2, 11, 9)",0.810230822,0.975357319,0.930507639,,,,
3273,"(2, 9, -11)",0.91,-16.88,16.88,255,"(2, 11, 9)",0.810230822,-1,-1.053909953,,,,
3274,"(-12, 0, 0)",2.69,47.01,14.35,399.6,"(0, 12, 0)",0.969083333,3.275958188,3.088501742,,,,
3275,"(12, 0, 0)",2.69,-17.32,17.32,376.3,"(0, 12, 0)",0.969083333,-1,-1.155311778,,,,
3276,"(-12, -1, 0)",6.8,-14.75,14.75,468.5,"(0, 12, 1)",0.965735885,-1,-1.461016949,,,,
3277,"(-12, 1, 0)",6.8,-14.66,14.66,320.2,"(0, 12, 1)",0.965735885,-1,-1.463847203,,,,
3278,"(12, -1, 0)",6.8,61.67,16.72,326.6,"(0, 12, 1)",0.965735885,3.688397129,3.281698565,,,,
3279,"(12, 1, 0)",6.8,-9.9,17.62,451.9,"(0, 12, 1)",0.965735885,-0.561861521,-0.947786606,,,,
3280,"(-12, 0, -1)",6.8,30.72,14.57,416.6,"(0, 12, 1)",0.965735885,2.108442004,1.641729581,,,,
3281,"(-12, 0, 1)",6.8,46.63,14.67,337.8,"(0, 12, 1)",0.965735885,3.178595774,2.715064758,,,,
3282,"(12, 0, 1)",6.8,-18.2,18.2,416,"(0, 12, 1)",0.965735885,-1,-1.373626374,,,,
3283,"(12, 0, -1)",6.8,14.74,16.26,351.8,"(0, 12, 1)",0.965735885,0.906519065,0.488314883,,,,
3284,"(12, 1, 1)",0.1,-18.06,18.06,482.1,"(1, 12, 1)",0.962422888,-1,-1.005537099,,,,
3285,"(12, -1, -1)",0.1,-16.38,17.73,0,"(1, 12, 1)",0.962422888,-0.923857868,-0.929498026,,,,
3286,"(-12, 1, -1)",0.1,-14.89,14.89,370.2,"(1, 12, 1)",0.962422888,-1,-1.006715917,,,,
3287,"(-12, -1, 1)",0.1,26.45,14.24,420.4,"(1, 12, 1)",0.962422888,1.85744382,1.850421348,,,,
3288,"(-12, -1, -1)",0.1,34.8,15.22,480.7,"(1, 12, 1)",0.962422888,2.286465177,2.279894875,,,,
3289,"(-12, 1, 1)",0.1,-16.14,16.14,280.4,"(1, 12, 1)",0.962422888,-1,-1.006195787,,,,
3290,"(12, -1, 1)",0.1,-18.19,18.19,360.6,"(1, 12, 1)",0.962422888,-1,-1.005497526,,,,
3291,"(12, 1, -1)",0.1,63.03,16.91,388,"(1, 12, 1)",0.962422888,3.727380248,3.721466588,,,,
3292,"(-12, -2, 0)",6.41,-14.43,14.43,537.6,"(0, 12, 2)",0.955897912,-1,-1.444213444,,,,
3293,"(-12, 2, 0)",6.41,40.01,15.18,277.3,"(0, 12, 2)",0.955897912,2.635704875,2.213438735,,,,
3294,"(12, -2, 0)",6.41,-13.17,18.46,0,"(0, 12, 2)",0.955897912,-0.713434453,-1.060671723,,,,
3295,"(12, 2, 0)",6.41,34.39,15.25,537.6,"(0, 12, 2)",0.955897912,2.255081967,1.834754098,,,,
3296,"(-12, 0, -2)",6.41,41.05,15.63,454.1,"(0, 12, 2)",0.955897912,2.626359565,2.2162508,,,,
3297,"(-12, 0, 2)",6.41,34.08,17.68,297.3,"(0, 12, 2)",0.955897912,1.92760181,1.565045249,,,,
3298,"(12, 0, 2)",6.41,45.45,19.21,446.4,"(0, 12, 2)",0.955897912,2.365955232,2.032274857,,,,
3299,"(12, 2, 1)",7.56,37.84,15.98,544.7,"(1, 12, 2)",0.9526848,2.36795995,1.894868586,,,,
3300,"(12, -2, -1)",7.56,-15.82,15.82,237.1,"(1, 12, 2)",0.9526848,-1,-1.477876106,,,,
3301,"(-12, 2, -1)",7.56,41.8,15.94,316,"(1, 12, 2)",0.9526848,2.622333752,2.148055207,,,,
3302,"(-12, -2, 1)",7.56,-14.49,14.49,499,"(1, 12, 2)",0.9526848,-1,-1.52173913,,,,
3303,"(12, 1, 2)",7.56,32.24,17.35,513.8,"(1, 12, 2)",0.9526848,1.858213256,1.422478386,,,,
3304,"(12, -1, -2)",7.56,1.32,14.84,235.7,"(1, 12, 2)",0.9526848,0.088948787,-0.420485175,,,,
3305,"(-12, 1, -2)",7.56,11.82,14.76,395.3,"(1, 12, 2)",0.9526848,0.800813008,0.288617886,,,,
3306,"(-12, -1, 2)",7.56,8.19,13.98,343.5,"(1, 12, 2)",0.9526848,0.58583691,0.045064378,,,,
3307,"(-12, -2, -1)",7.56,-14.19,14.19,562.5,"(1, 12, 2)",0.9526848,-1,-1.532769556,,,,
3308,"(-12, 2, 1)",7.56,43.91,15.26,232,"(1, 12, 2)",0.9526848,2.877457405,2.382044561,,,,
3309,"(12, -2, 1)",7.56,-17.76,17.76,314.9,"(1, 12, 2)",0.9526848,-1,-1.425675676,,,,
3310,"(12, 2, -1)",7.56,-5.23,15.97,488.3,"(1, 12, 2)",0.9526848,-0.327489042,-0.800876644,,,,
3311,"(-12, -1, -2)",7.56,52.48,15.36,505,"(1, 12, 2)",0.9526848,3.416666667,2.924479167,,,,
3312,"(-12, 1, 2)",7.56,-15.14,15.14,237.5,"(1, 12, 2)",0.9526848,-1,-1.499339498,,,,
3313,"(12, -1, 2)",7.56,-18.06,18.06,386,"(1, 12, 2)",0.9526848,-1,-1.418604651,,,,
3314,"(12, 1, -2)",7.56,3.31,14.78,364,"(1, 12, 2)",0.9526848,0.223951286,-0.287550744,,,,
3315,"(-12, 3, 0)",3.13,50.28,16.09,228.9,"(0, 12, 3)",0.940148928,3.124922312,2.930391548,,,,
3316,"(12, -3, 0)",3.13,90.51,17.05,232.4,"(0, 12, 3)",0.940148928,5.308504399,5.124926686,,,,
3317,"(-12, 0, -3)",3.13,5.49,16.45,478.3,"(0, 12, 3)",0.940148928,0.333738602,0.143465046,,,,
3318,"(-12, 0, 3)",3.13,-15.11,15.11,249.7,"(0, 12, 3)",0.940148928,-1,-1.207147584,,,,
3319,"(12, 0, 3)",3.13,-6.26,18.84,466.5,"(0, 12, 3)",0.940148928,-0.332271762,-0.498407643,,,,
3320,"(12, 0, -3)",3.13,51.87,13.88,233.1,"(0, 12, 3)",0.940148928,3.7370317,3.511527378,,,,
3321,"(12, -3, -1)",1.75,76.4,16.08,193,"(1, 12, 3)",0.937091525,4.751243781,4.642412935,,,,
3322,"(-12, 3, -1)",1.75,-16.38,16.7,270.9,"(1, 12, 3)",0.937091525,-0.980838323,-1.085628743,,,,
3323,"(-12, -3, 1)",1.75,8.22,13.68,565.1,"(1, 12, 3)",0.937091525,0.600877193,0.472953216,,,,
3324,"(12, 1, 3)",1.75,-14.34,17.7,0,"(1, 12, 3)",0.937091525,-0.810169492,-0.909039548,,,,
3325,"(12, -1, -3)",1.75,-13.68,13.68,184.9,"(1, 12, 3)",0.937091525,-1,-1.127923977,,,,
3326,"(-12, 1, -3)",1.75,81.03,15.9,422.3,"(1, 12, 3)",0.937091525,5.096226415,4.986163522,,,,
3327,"(-1, 3, -12)",1.75,32.39,14.09,573.3,"(1, 12, 3)",0.937091525,2.298793471,2.174591909,,,,
3328,"(-12, -1, 3)",1.75,-13.55,13.55,293.7,"(1, 12, 3)",0.937091525,-1,-1.129151292,,,,
3329,"(-12, 3, 1)",1.75,12.84,15.21,188.7,"(1, 12, 3)",0.937091525,0.84418146,0.729125575,,,,
3330,"(12, -3, 1)",1.75,-19.46,19.46,274.1,"(1, 12, 3)",0.937091525,-1,-1.089928058,,,,
3331,"(12, 3, -1)",1.75,-0.82,14.07,591.3,"(1, 12, 3)",0.937091525,-0.058280028,-0.182658138,,,,
3332,"(-12, -1, -3)",1.75,-3.88,15.59,506.5,"(1, 12, 3)",0.937091525,-0.248877486,-0.361128929,,,,
3333,"(-12, 1, 3)",1.75,0.63,14.16,176.9,"(1, 12, 3)",0.937091525,0.044491525,-0.079096045,,,,
3334,"(12, -1, 3)",1.75,-18,18,432.5,"(1, 12, 3)",0.937091525,-1,-1.097222222,,,,
3335,"(1, -3, 12)",1.75,29.75,17.72,583.4,"(1, 12, 3)",0.937091525,1.678893905,1.58013544,,,,
3336,"(12, 1, -3)",1.75,-13.19,13.19,302.2,"(1, 12, 3)",0.937091525,-1,-1.13267627,,,,
3337,"(12, -3, -2)",0.55,3.01,18.82,148.8,"(2, 12, 3)",0.928095238,0.159936238,0.130712009,,,,
3338,"(-12, -3, 2)",0.55,-13.45,13.45,559,"(2, 12, 3)",0.928095238,-1,-1.040892193,,,,
3339,"(12, 2, 3)",0.55,-9.15,16.75,594.5,"(2, 12, 3)",0.928095238,-0.546268657,-0.579104478,,,,
3340,"(12, -2, -3)",0.55,-17.5,17.5,117.1,"(2, 12, 3)",0.928095238,-1,-1.031428571,,,,
3341,"(-12, 2, -3)",0.55,-3.87,16.04,379.6,"(2, 12, 3)",0.928095238,-0.24127182,-0.275561097,,,,
3342,"(-2, 3, -12)",0.55,5.83,15.44,587.3,"(2, 12, 3)",0.928095238,0.377590674,0.341968912,,,,
3343,"(-12, -2, 3)",0.55,51.57,11.9,417.5,"(2, 12, 3)",0.928095238,4.333613445,4.287394958,,,,
3344,"(-12, 3, 2)",0.55,-14.56,14.56,140.3,"(2, 12, 3)",0.928095238,-1,-1.037774725,,,,
3345,"(12, -3, 2)",0.55,-13.44,20.32,302.6,"(2, 12, 3)",0.928095238,-0.661417323,-0.688484252,,,,
3346,"(12, 3, -2)",0.55,-13.46,13.46,547.8,"(2, 12, 3)",0.928095238,-1,-1.040861813,,,,
3347,"(-12, -2, -3)",0.55,8.44,14.93,585.3,"(2, 12, 3)",0.928095238,0.565304756,0.528466175,,,,
3348,"(-12, 2, 3)",0.55,-12.91,14.19,128.9,"(2, 12, 3)",0.928095238,-0.909795631,-0.948555321,,,,
3349,"(12, -2, 3)",0.55,-17.13,17.13,376.8,"(2, 12, 3)",0.928095238,-1,-1.032107414,,,,
3350,"(2, -3, 12)",0.55,20.58,17.33,573,"(2, 12, 3)",0.928095238,1.187536065,1.155799192,,,,
3351,"(12, 2, -3)",0.55,25.22,12.76,414.2,"(2, 12, 3)",0.928095238,1.976489028,1.93338558,,,,
3352,"(12, -3, -3)",5.55,74.42,19.04,79.2,"(3, 12, 3)",0.913660529,3.908613445,3.617121849,,,,
3353,"(-12, 3, -3)",5.55,-17.91,17.91,334.3,"(3, 12, 3)",0.913660529,-1,-1.309882747,,,,
3354,"(-3, 3, -12)",5.55,-4.13,16.17,569.2,"(3, 12, 3)",0.913660529,-0.255411255,-0.598639456,,,,
3355,"(-12, -3, 3)",5.55,-13.03,13.03,530.5,"(3, 12, 3)",0.913660529,-1,-1.425940138,,,,
3356,"(-12, 3, 3)",5.55,-14.11,14.11,81.6,"(3, 12, 3)",0.913660529,-1,-1.393338058,,,,
3357,"(12, -3, 3)",5.55,-17.73,17.73,335.9,"(3, 12, 3)",0.913660529,-1,-1.313028765,,,,
3358,"(3, -3, 12)",5.55,50.16,16.75,568.5,"(3, 12, 3)",0.913660529,2.994626866,2.663283582,,,,
3359,"(12, 3, -3)",5.55,-12.29,12.29,506.7,"(3, 12, 3)",0.913660529,-1,-1.451586656,,,,
3360,"(-12, 4, 0)",9.23,1.98,16.73,205.5,"(0, 12, 4)",0.919353173,0.118350269,-0.433353258,,,,
3361,"(12, -4, 0)",9.23,-16.81,16.81,177.2,"(0, 12, 4)",0.919353173,-1,-1.54907793,,,,
3362,"(-12, 0, -4)",9.23,19.44,17.31,507,"(0, 12, 4)",0.919353173,1.12305026,0.589832467,,,,
3363,"(-12, 0, 4)",9.23,-10.63,13.04,176.9,"(0, 12, 4)",0.919353173,-0.815184049,-1.523006135,,,,
3364,"(12, 0, 4)",9.23,15.23,18.13,486.5,"(0, 12, 4)",0.919353173,0.840044126,0.330943188,,,,
3365,"(0, -4, 12)",9.23,16.83,21.66,533.8,"(0, 12, 4)",0.919353173,0.77700831,0.350877193,,,,
3366,"(12, 0, -4)",9.23,37.82,11.96,167.9,"(0, 12, 4)",0.919353173,3.162207358,2.390468227,,,,
3367,"(0, 4, -12)",9.23,45.01,14.3,551.7,"(0, 12, 4)",0.919353173,3.147552448,2.502097902,,,,
3368,"(12, -4, -1)",8.32,61.68,19.43,140.1,"(1, 12, 4)",0.916493591,3.174472465,2.746268657,,,,
3369,"(-12, 4, -1)",8.32,-16.09,18.2,232.3,"(1, 12, 4)",0.916493591,-0.884065934,-1.341208791,,,,
3370,"(12, 1, 4)",8.32,81.65,17.61,555.4,"(1, 12, 4)",0.916493591,4.636570131,4.1641113,,,,
3371,"(12, -1, -4)",8.32,7.11,15.67,119.8,"(1, 12, 4)",0.916493591,0.453733248,-0.077217613,,,,
3372,"(-12, 1, -4)",8.32,34.73,17.13,459.5,"(1, 12, 4)",0.916493591,2.027437245,1.541739638,,,,
3373,"(-1, 4, -12)",8.32,36.41,15.33,543.5,"(1, 12, 4)",0.916493591,2.375081539,1.83235486,,,,
3374,"(-12, -1, 4)",8.32,30.63,13.63,249.4,"(1, 12, 4)",0.916493591,2.247248716,1.636830521,,,,
3375,"(-1, -4, 12)",8.32,-22,22,544.8,"(1, 12, 4)",0.916493591,-1,-1.378181818,,,,
3376,"(-12, 4, 1)",8.32,19.12,15.69,132.5,"(1, 12, 4)",0.916493591,1.21861058,0.68833652,,,,
3377,"(12, -4, 1)",8.32,40.34,16.8,221,"(1, 12, 4)",0.916493591,2.401190476,1.905952381,,,,
3378,"(-12, -1, -4)",8.32,-15.29,17.24,528.5,"(1, 12, 4)",0.916493591,-0.886890951,-1.369489559,,,,
3379,"(-12, 1, 4)",8.32,13.63,13.46,110.3,"(1, 12, 4)",0.916493591,1.012630015,0.394502229,,,,
3380,"(12, -1, 4)",8.32,27.67,18.47,450.2,"(1, 12, 4)",0.916493591,1.498105035,1.047644829,,,,
3381,"(1, -4, 12)",8.32,-19.31,19.31,533.3,"(1, 12, 4)",0.916493591,-1,-1.430864837,,,,
3382,"(12, 1, -4)",8.32,-12.46,12.46,248.5,"(1, 12, 4)",0.916493591,-1,-1.667736758,,,,
3383,"(1, 4, -12)",8.32,44.81,13.8,551.4,"(1, 12, 4)",0.916493591,3.247101449,2.644202899,,,,
3384,"(12, -4, -2)",0.31,81.03,20.31,104.8,"(2, 12, 4)",0.908072339,3.989660266,3.974396849,,,,
3385,"(-12, 4, -2)",0.31,18.57,18.76,264.5,"(2, 12, 4)",0.908072339,0.989872068,0.973347548,,,,
3386,"(12, -2, -4)",0.31,-9.71,16.56,65,"(2, 12, 4)",0.908072339,-0.586352657,-0.605072464,,,,
3387,"(-12, 2, -4)",0.31,46.54,15.76,405.9,"(2, 12, 4)",0.908072339,2.953045685,2.933375635,,,,
3388,"(-2, 4, -12)",0.31,21.83,16.13,532.5,"(2, 12, 4)",0.908072339,1.353378797,1.33415995,,,,
3389,"(-12, -2, 4)",0.31,15.93,12.24,327.3,"(2, 12, 4)",0.908072339,1.301470588,1.276143791,,,,
3390,"(-2, -4, 12)",0.31,-14.35,19.77,0,"(2, 12, 4)",0.908072339,-0.725847243,-0.741527567,,,,
3391,"(-12, 4, 2)",0.31,64.04,15.04,106.4,"(2, 12, 4)",0.908072339,4.257978723,4.237367021,,,,
3392,"(12, -4, 2)",0.31,14.82,19.26,252,"(2, 12, 4)",0.908072339,0.769470405,0.75337487,,,,
3393,"(-12, 2, 4)",0.31,-5.09,13.45,69.2,"(2, 12, 4)",0.908072339,-0.378438662,-0.401486989,,,,
3394,"(12, -2, 4)",0.31,46.76,17.63,404.5,"(2, 12, 4)",0.908072339,2.652297221,2.634713556,,,,
3395,"(2, -4, 12)",0.31,41.26,17.77,525.5,"(2, 12, 4)",0.908072339,2.321890827,2.304445695,,,,
3396,"(12, 2, -4)",0.31,-11.01,11.01,345.8,"(2, 12, 4)",0.908072339,-1,-1.028156222,,,,
3397,"(2, 4, -12)",0.31,-13.84,13.84,574.9,"(2, 12, 4)",0.908072339,-1,-1.022398844,,,,
3398,"(12, -4, -3)",7.61,-20.5,20.5,62.2,"(3, 12, 4)",0.894538462,-1,-1.371219512,,,,
3399,"(-12, 4, -3)",7.61,-0.19,23.71,293.5,"(3, 12, 4)",0.894538462,-0.008013496,-0.328975116,,,,
3400,"(-4, 3, -12)",7.61,4.39,16.97,560.7,"(3, 12, 4)",0.894538462,0.258691809,-0.189746612,,,,
3401,"(12, -3, -4)",7.61,58.73,17.99,17.8,"(3, 12, 4)",0.894538462,3.26459144,2.841578655,,,,
3402,"(-12, 3, -4)",7.61,35.2,16.66,372.5,"(3, 12, 4)",0.894538462,2.112845138,1.656062425,,,,
3403,"(-3, 4, -12)",7.61,23.36,15.89,519.7,"(3, 12, 4)",0.894538462,1.470106986,0.991189427,,,,
3404,"(-12, -3, 4)",7.61,83.49,11.91,471.4,"(3, 12, 4)",0.894538462,7.010075567,6.371116709,,,,
3405,"(-3, -4, 12)",7.61,-16.36,16.36,583.2,"(3, 12, 4)",0.894538462,-1,-1.465158924,,,,
3406,"(-12, 4, 3)",7.61,14.07,14.37,54.1,"(3, 12, 4)",0.894538462,0.979123173,0.449547669,,,,
3407,"(12, -4, 3)",7.61,80.49,21.66,290.7,"(3, 12, 4)",0.894538462,3.716066482,3.364727608,,,,
3408,"(4, -3, 12)",7.61,28.83,17.37,553.3,"(3, 12, 4)",0.894538462,1.659758204,1.221646517,,,,
3409,"(-12, 3, 4)",7.61,-13.66,13.66,0,"(3, 12, 4)",0.894538462,-1,-1.557101025,,,,
3410,"(12, -3, 4)",7.61,7.97,18.14,0,"(3, 12, 4)",0.894538462,0.439360529,0.019845645,,,,
3411,"(3, -4, 12)",7.61,-16.94,16.94,513.6,"(3, 12, 4)",0.894538462,-1,-1.449232586,,,,
3412,"(12, 3, -4)",7.61,-11.54,12.18,433.5,"(3, 12, 4)",0.894538462,-0.947454844,-1.572249589,,,,
3413,"(3, 4, -12)",7.61,-14.03,14.03,581.9,"(3, 12, 4)",0.894538462,-1,-1.542409123,,,,
3414,"(-12, 4, -4)",0.05,29.17,18.24,316.8,"(4, 12, 4)",0.876568857,1.599232456,1.596491228,,,,
3415,"(-4, 4, -12)",0.05,17.15,16.06,0,"(4, 12, 4)",0.876568857,1.067870486,1.064757161,,,,
3416,"(12, -4, 4)",0.05,-19.62,19.62,310,"(4, 12, 4)",0.876568857,-1,-1.00254842,,,,
3417,"(4, -4, 12)",0.05,-13.55,17.61,507.5,"(4, 12, 4)",0.876568857,-0.769449177,-0.772288472,,,,
3418,"(-12, 5, 0)",0.03,15.92,17.56,150.1,"(0, 12, 5)",0.894538462,0.906605923,0.904897494,,,,
3419,"(12, -5, 0)",0.03,19.06,18.63,155,"(0, 12, 5)",0.894538462,1.023081052,1.021470746,,,,
3420,"(-12, 0, -5)",0.03,52.75,17.71,522.2,"(0, 12, 5)",0.894538462,2.978543196,2.976849238,,,,
3421,"(-12, 0, 5)",0.03,-8.19,12.24,115.5,"(0, 12, 5)",0.894538462,-0.669117647,-0.671568627,,,,
3422,"(12, 0, 5)",0.03,21.54,18.42,531.5,"(0, 12, 5)",0.894538462,1.169381107,1.167752443,,,,
3423,"(0, -5, 12)",0.03,-2.58,21.97,504,"(0, 12, 5)",0.894538462,-0.117432863,-0.118798361,,,,
3424,"(12, 0, -5)",0.03,-13.35,13.35,114,"(0, 12, 5)",0.894538462,-1,-1.002247191,,,,
3425,"(0, 5, -12)",0.03,-10.91,14.16,489.8,"(0, 12, 5)",0.894538462,-0.770480226,-0.77259887,,,,
3426,"(12, -5, -1)",3.11,75.44,19.77,110.2,"(1, 12, 5)",0.891903586,3.81588265,3.658573596,,,,
3427,"(-12, 5, -1)",3.11,1.24,18.84,0,"(1, 12, 5)",0.891903586,0.06581741,-0.0992569,,,,
3428,"(12, 1, 5)",3.11,-18.12,18.12,564.5,"(1, 12, 5)",0.891903586,-1,-1.171633554,,,,
3429,"(12, -1, -5)",3.11,51.32,14.21,43.2,"(1, 12, 5)",0.891903586,3.611541168,3.39268121,,,,
3430,"(-12, 1, -5)",3.11,-17.61,17.61,477.1,"(1, 12, 5)",0.891903586,-1,-1.176604202,,,,
3431,"(-1, 5, -12)",3.11,-15.03,15.03,487.8,"(1, 12, 5)",0.891903586,-1,-1.206919494,,,,
3432,"(-12, -1, 5)",3.11,17.05,12.71,173.5,"(1, 12, 5)",0.891903586,1.341463415,1.096774194,,,,
3433,"(-1, -5, 12)",3.11,-21.69,21.69,499.7,"(1, 12, 5)",0.891903586,-1,-1.143384048,,,,
3434,"(-12, 5, 1)",3.11,27.62,16.81,118.8,"(1, 12, 5)",0.891903586,1.643069601,1.458060678,,,,
3435,"(12, -5, 1)",3.11,65.89,16.93,193.6,"(1, 12, 5)",0.891903586,3.891907856,3.708210278,,,,
3436,"(-12, -1, -5)",3.11,62.49,18.22,564.2,"(1, 12, 5)",0.891903586,3.42974753,3.259055982,,,,
3437,"(-12, 1, 5)",3.11,-12.41,12.41,19.5,"(1, 12, 5)",0.891903586,-1,-1.250604351,,,,
3438,"(12, -1, 5)",3.11,26.68,19.67,0,"(1, 12, 5)",0.891903586,1.356380275,1.198271479,,,,
3439,"(1, -5, 12)",3.11,89.29,19.66,489.5,"(1, 12, 5)",0.891903586,4.541709054,4.383519837,,,,
3440,"(1, 5, -12)",3.11,9.35,13.91,497.5,"(1, 12, 5)",0.891903586,0.672178289,0.448598131,,,,
3441,"(12, -5, -2)",2.15,-7.75,20.54,82,"(2, 12, 5)",0.884136498,-0.377312561,-0.481986368,,,,
3442,"(-12, 5, -2)",2.15,-5.14,18.91,0,"(2, 12, 5)",0.884136498,-0.271813855,-0.385510312,,,,
3443,"(-5, 2, -12)",2.15,-15.19,17.43,588.2,"(2, 12, 5)",0.884136498,-0.871485944,-0.994836489,,,,
3444,"(-12, 2, -5)",2.15,-16.49,16.49,440.5,"(2, 12, 5)",0.884136498,-1,-1.13038205,,,,
3445,"(-2, 5, -12)",2.15,-6.86,15.95,495.8,"(2, 12, 5)",0.884136498,-0.430094044,-0.564890282,,,,
3446,"(-12, -2, 5)",2.15,-9.87,13.02,235.3,"(2, 12, 5)",0.884136498,-0.758064516,-0.923195084,,,,
3447,"(-2, -5, 12)",2.15,71.69,19.73,505.9,"(2, 12, 5)",0.884136498,3.633552965,3.524581855,,,,
3448,"(-12, 5, 2)",2.15,8.34,15.74,0,"(2, 12, 5)",0.884136498,0.529860229,0.393265565,,,,
3449,"(12, -5, 2)",2.15,-17.86,17.86,230.3,"(2, 12, 5)",0.884136498,-1,-1.120380739,,,,
3450,"(5, -2, 12)",2.15,10.76,16.59,586.3,"(2, 12, 5)",0.884136498,0.648583484,0.518987342,,,,
3451,"(12, -2, 5)",2.15,-19.22,19.22,0,"(2, 12, 5)",0.884136498,-1,-1.111862643,,,,
3452,"(2, -5, 12)",2.15,-3.38,18.08,490.5,"(2, 12, 5)",0.884136498,-0.186946903,-0.305862832,,,,
3453,"(12, 2, -5)",2.15,6.29,12.11,279.1,"(2, 12, 5)",0.884136498,0.51940545,0.341866226,,,,
3454,"(2, 5, -12)",2.15,-14.45,14.45,515.3,"(2, 12, 5)",0.884136498,-1,-1.148788927,,,,
3455,"(12, -5, -3)",4.87,6.38,20.55,14,"(3, 12, 5)",0.871630401,0.310462287,0.073479319,,,,
3456,"(-12, 5, -3)",4.87,-19.19,19.19,257.8,"(3, 12, 5)",0.871630401,-1,-1.253778009,,,,
3457,"(-3, 12, -5)",4.87,13.3,15.34,11.3,"(3, 12, 5)",0.871630401,0.867014342,0.549543677,,,,
3458,"(-5, 3, -12)",4.87,19.15,18.06,552.5,"(3, 12, 5)",0.871630401,1.060354374,0.790697674,,,,
3459,"(-12, 3, -5)",4.87,4.72,16.51,385.5,"(3, 12, 5)",0.871630401,0.285887341,-0.009085403,,,,
3460,"(-3, 5, -12)",4.87,50.22,16.17,476.4,"(3, 12, 5)",0.871630401,3.105751391,2.804576376,,,,
3461,"(-12, -3, 5)",4.87,-10.63,10.63,391.4,"(3, 12, 5)",0.871630401,-1,-1.458137347,,,,
3462,"(-3, -5, 12)",4.87,-17.11,17.11,517.5,"(3, 12, 5)",0.871630401,-1,-1.284628872,,,,
3463,"(-12, 5, 3)",4.87,-2.62,14.39,35.5,"(3, 12, 5)",0.871630401,-0.182070883,-0.520500347,,,,
3464,"(12, -5, 3)",4.87,-9.59,20.65,250,"(3, 12, 5)",0.871630401,-0.46440678,-0.700242131,,,,
3465,"(3, -12, 5)",4.87,-19.35,19.35,18.1,"(3, 12, 5)",0.871630401,-1,-1.251679587,,,,
3466,"(5, -3, 12)",4.87,14.34,17.85,537,"(3, 12, 5)",0.871630401,0.803361345,0.530532213,,,,
3467,"(12, -3, 5)",4.87,-19.09,19.09,381.8,"(3, 12, 5)",0.871630401,-1,-1.255107386,,,,
3468,"(3, -5, 12)",4.87,52.62,17.63,488.3,"(3, 12, 5)",0.871630401,2.984685196,2.708451503,,,,
3469,"(12, 3, -5)",4.87,28.69,10.28,390.3,"(3, 12, 5)",0.871630401,2.790856031,2.317120623,,,,
3470,"(3, 5, -12)",4.87,6.88,15.33,519,"(3, 12, 5)",0.871630401,0.448793216,0.13111546,,,,
3471,"(-12, 5, -4)",2.37,20.63,19.62,270,"(4, 12, 5)",0.854981084,1.051478084,0.930682977,,,,
3472,"(-4, 12, -5)",2.37,-14.86,14.86,0,"(4, 12, 5)",0.854981084,-1,-1.15948856,,,,
3473,"(-5, 4, -12)",2.37,49.17,16.7,514.5,"(4, 12, 5)",0.854981084,2.944311377,2.80239521,,,,
3474,"(-12, 4, -5)",2.37,5.42,18.49,346.3,"(4, 12, 5)",0.854981084,0.293131422,0.164954029,,,,
3475,"(-5, 12, -4)",2.37,-0.74,14.65,0,"(4, 12, 5)",0.854981084,-0.050511945,-0.212286689,,,,
3476,"(-4, 5, -12)",2.37,-15.93,15.93,459,"(4, 12, 5)",0.854981084,-1,-1.148775895,,,,
3477,"(-12, -4, 5)",2.37,25.34,11.15,546.6,"(4, 12, 5)",0.854981084,2.27264574,2.060089686,,,,
3478,"(-4, -5, 12)",2.37,-16.68,16.68,503.5,"(4, 12, 5)",0.854981084,-1,-1.142086331,,,,
