,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2676.1,358.24,7.18,312.9,"(0, 1, 0)",11.658000000000005,49.8941504178273,-322.82172701949855
1,"(1, 0, 0)",2676.1,385.42,7.72,278.1,"(0, 1, 0)",11.658000000000005,49.924870466321245,-296.720207253886
2,"(1, -1, 0)",1498.35,250.69,5.04,295.5,"(0, 1, 1)",8.243450855072773,49.74007936507937,-247.55158730158726
3,"(-2, 0, 0)",159.37,417.92,8.37,282.9,"(0, 2, 0)",5.829000000000002,49.93070489844684,30.89008363201912
4,"(0, -2, 0)",159.37,405.19,8.12,311.4,"(0, 2, 0)",5.829000000000002,49.900246305418726,30.273399014778327
5,"(2, 0, 0)",159.37,489.46,9.81,278.3,"(0, 2, 0)",5.829000000000002,49.89398572884811,33.64831804281345
6,"(0, 2, 0)",159.37,446.81,8.96,314.6,"(0, 2, 0)",5.829000000000002,49.86718749999999,32.08035714285714
7,"(-2, 1, 0)",359.75,138.84,2.82,293.9,"(0, 2, 1)",5.2136160963385105,49.23404255319149,-78.33687943262412
8,"(2, -1, 0)",359.75,178.51,3.62,291.1,"(0, 2, 1)",5.2136160963385105,49.312154696132595,-50.06629834254144
9,"(2, 1, 0)",359.75,191.49,3.84,240.1,"(0, 2, 1)",5.213616096338511,49.86718750000001,-43.817708333333336
10,"(-1, -2, 0)",359.75,200.47,4.03,330.3,"(0, 2, 1)",5.213616096338511,49.744416873449126,-39.52357320099255
11,"(-1, 2, 0)",359.75,161.14,3.27,304.4,"(0, 2, 1)",5.2136160963385105,49.278287461773694,-60.73700305810398
12,"(1, -2, 0)",359.75,144.59,2.94,301.3,"(0, 2, 1)",5.2136160963385105,49.18027210884354,-73.18367346938776
13,"(1, 2, 0)",359.75,202.18,4.06,336.8,"(0, 2, 1)",5.213616096338511,49.798029556650256,-38.810344827586206
14,"(2, -1, -1)",114.41,108.09,2.23,36.8,"(1, 2, 1)",4.7593585702277155,48.47085201793722,-2.8340807174887863
15,"(1, -2, -1)",114.41,105.8,2.18,55.3,"(1, 2, 1)",4.759358570227716,48.532110091743114,-3.949541284403669
16,"(-2, 1, -1)",114.41,108.48,2.22,561.3,"(1, 2, 1)",4.759358570227716,48.86486486486486,-2.6711711711711676
17,"(-1, 2, -1)",114.41,104.63,2.15,555.0,"(1, 2, 1)",4.7593585702277155,48.665116279069764,-4.548837209302326
