,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2697.26,202.25,4.06,278.3,"(0, 1, 0)",11.656999999999998,49.8152709359606,-614.5344827586208
1,"(1, 0, 0)",2697.26,149.23,3.0,304.5,"(0, 1, 0)",11.656999999999998,49.74333333333333,-849.3433333333334
2,"(1, -1, 0)",1510.47,120.03,2.44,290.9,"(0, 1, 1)",8.242743748291582,49.192622950819676,-569.8524590163935
3,"(-2, 0, 0)",174.81,90.04,1.84,308.1,"(0, 2, 0)",5.828499999999999,48.934782608695656,-46.07065217391304
4,"(0, -2, 0)",174.81,107.63,2.2,278.0,"(0, 2, 0)",5.828499999999999,48.922727272727265,-30.536363636363635
5,"(2, 0, 0)",174.81,81.24,1.67,304.1,"(0, 2, 0)",5.828499999999999,48.64670658682635,-56.02994011976049
6,"(0, 2, 0)",174.81,95.9,1.98,281.3,"(0, 2, 0)",5.828499999999999,48.43434343434344,-39.85353535353535
7,"(-2, 1, 0)",360.77,152.77,3.12,297.7,"(0, 2, 1)",5.213168882743008,48.96474358974359,-66.66666666666666
8,"(2, -1, 0)",360.77,138.17,2.83,294.9,"(0, 2, 1)",5.213168882743008,48.82332155477031,-78.65724381625441
9,"(2, 1, 0)",360.77,146.48,2.94,338.8,"(0, 2, 1)",5.213168882743009,49.82312925170068,-72.88775510204081
10,"(-1, -2, 0)",360.77,222.34,4.47,256.7,"(0, 2, 1)",5.213168882743009,49.74049217002238,-30.968680089485456
11,"(-1, 2, 0)",360.77,121.68,2.51,289.1,"(0, 2, 1)",5.213168882743008,48.4780876494024,-95.25498007968127
12,"(1, -2, 0)",360.77,142.26,2.91,286.1,"(0, 2, 1)",5.213168882743008,48.88659793814433,-75.0893470790378
13,"(2, -1, -1)",113.72,114.9,2.36,34.3,"(1, 2, 1)",4.758950321937249,48.686440677966104,0.5000000000000029
14,"(1, -2, -1)",113.72,105.98,2.2,39.5,"(1, 2, 1)",4.75895032193725,48.17272727272727,-3.5181818181818154
15,"(-2, 1, -1)",113.72,124.67,2.58,556.2,"(1, 2, 1)",4.75895032193725,48.32170542635659,4.244186046511629
16,"(-2, 1, 1)",113.72,102.01,2.11,37.5,"(1, 2, 1)",4.758950321937249,48.345971563981045,-5.549763033175353
