,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2696.48,182.28,3.65,284.0,"(0, 1, 0)",11.658999999999999,49.93972602739726,-688.8219178082192
1,"(1, 0, 0)",2696.48,138.42,2.78,296.3,"(0, 1, 0)",11.658999999999999,49.79136690647482,-920.1654676258993
2,"(1, -1, 0)",1493.53,121.78,2.46,291.5,"(0, 1, 1)",8.244157961853956,49.50406504065041,-557.6219512195122
3,"(1, 1, 0)",1493.53,120.46,2.41,264.4,"(0, 1, 1)",8.244157961853958,49.98340248962655,-569.7385892116182
4,"(-2, 0, 0)",167.08,194.64,3.91,303.8,"(0, 2, 0)",5.8294999999999995,49.78005115089513,7.048593350383625
5,"(0, -2, 0)",167.08,181.9,3.66,283.2,"(0, 2, 0)",5.8294999999999995,49.69945355191257,4.04918032786885
6,"(2, 0, 0)",167.08,161.35,3.24,299.9,"(0, 2, 0)",5.8294999999999995,49.79938271604938,-1.768518518518524
7,"(0, 2, 0)",167.08,132.43,2.66,286.4,"(0, 2, 0)",5.8294999999999995,49.785714285714285,-13.026315789473685
8,"(-2, 1, 0)",367.95,107.16,2.17,297.6,"(0, 2, 1)",5.214063309934009,49.382488479262676,-120.17972350230413
9,"(2, -1, 0)",367.95,95.32,1.94,294.6,"(0, 2, 1)",5.214063309934009,49.1340206185567,-140.53092783505156
10,"(2, 1, 0)",367.95,141.17,2.83,315.7,"(0, 2, 1)",5.2140633099340095,49.8833922261484,-80.13427561837456
11,"(-1, -2, 0)",367.95,179.5,3.6,268.7,"(0, 2, 1)",5.2140633099340095,49.86111111111111,-52.347222222222214
12,"(-1, 2, 0)",367.95,87.95,1.8,291.1,"(0, 2, 1)",5.214063309934009,48.861111111111114,-155.55555555555554
13,"(1, -2, 0)",367.95,108.32,2.2,288.3,"(0, 2, 1)",5.214063309934009,49.23636363636363,-118.01363636363635
14,"(1, 2, 0)",367.95,113.56,2.28,278.8,"(0, 2, 1)",5.2140633099340095,49.80701754385966,-111.57456140350878
15,"(2, -1, -1)",110.16,108.91,2.21,34.9,"(1, 2, 1)",4.759766818518178,49.28054298642534,-0.5656108597285068
16,"(1, -2, -1)",110.16,115.44,2.35,42.8,"(1, 2, 1)",4.7597668185181785,49.123404255319144,2.2468085106382985
