,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2714.71,205.13,4.12,282.5,"(0, 1, 0)",11.658999999999999,49.78883495145631,-609.1213592233009
1,"(1, 0, 0)",2714.71,145.75,2.93,296.6,"(0, 1, 0)",11.658999999999999,49.744027303754265,-876.778156996587
2,"(0, 1, 0)",2714.71,120.72,2.43,287.2,"(0, 1, 0)",11.658999999999999,49.679012345679006,-1067.485596707819
3,"(-1, 1, 0)",1495.1,161.57,3.27,293.0,"(0, 1, 1)",8.244157961853956,49.40978593272171,-407.80733944954125
4,"(1, -1, 0)",1495.1,134.9,2.74,290.8,"(0, 1, 1)",8.244157961853956,49.23357664233576,-496.4233576642335
5,"(1, 1, 0)",1495.1,131.93,2.64,254.5,"(0, 1, 1)",8.244157961853958,49.97348484848485,-516.3522727272726
6,"(-2, 0, 0)",176.39,214.33,4.31,303.7,"(0, 2, 0)",5.8294999999999995,49.728538283062655,8.802784222737825
7,"(0, -2, 0)",176.39,204.81,4.13,282.1,"(0, 2, 0)",5.8294999999999995,49.590799031477,6.881355932203394
8,"(2, 0, 0)",176.39,172.68,3.48,300.1,"(0, 2, 0)",5.8294999999999995,49.62068965517241,-1.0660919540229827
9,"(0, 2, 0)",176.39,144.64,2.92,285.3,"(0, 2, 0)",5.8294999999999995,49.534246575342465,-10.873287671232877
10,"(-2, 1, 0)",360.01,122.14,2.5,297.1,"(0, 2, 1)",5.214063309934009,48.856,-95.148
11,"(2, -1, 0)",360.01,113.41,2.34,294.1,"(0, 2, 1)",5.214063309934009,48.465811965811966,-105.38461538461539
12,"(2, 1, 0)",360.01,142.68,2.86,316.0,"(0, 2, 1)",5.2140633099340095,49.888111888111894,-75.9895104895105
13,"(-1, -2, 0)",360.01,194.91,3.91,266.9,"(0, 2, 1)",5.2140633099340095,49.849104859335036,-42.22506393861892
14,"(-1, 2, 0)",360.01,101.5,2.1,290.4,"(0, 2, 1)",5.214063309934009,48.33333333333333,-123.1
15,"(1, -2, 0)",360.01,113.36,2.34,287.4,"(0, 2, 1)",5.214063309934009,48.44444444444445,-105.4059829059829
16,"(1, 2, 0)",360.01,133.2,2.68,276.5,"(0, 2, 1)",5.2140633099340095,49.70149253731343,-84.63059701492537
17,"(2, -1, -1)",105.7,118.81,2.44,34.2,"(1, 2, 1)",4.759766818518178,48.692622950819676,5.372950819672131
18,"(1, -2, -1)",105.7,126.69,2.6,41.9,"(1, 2, 1)",4.7597668185181785,48.72692307692307,8.07307692307692
19,"(-2, 1, -1)",105.7,147.02,3.01,556.9,"(1, 2, 1)",4.7597668185181785,48.843853820598014,13.727574750830568
