,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff
0,"(0, -1, 0)",2707.73,163.51,3.3,313.4,"(0, 1, 0)",11.664999999999996,49.54848484848485,-770.9757575757577
1,"(1, 0, 0)",2707.73,133.47,2.69,305.5,"(0, 1, 0)",11.664999999999996,49.61710037174721,-956.9739776951674
2,"(1, -1, 0)",1505.91,121.87,2.5,312.1,"(0, 1, 1)",8.248400602541073,48.748000000000005,-553.616
3,"(-2, 0, 0)",177.94,118.62,2.43,315.5,"(0, 2, 0)",5.832499999999998,48.81481481481482,-24.411522633744852
4,"(0, -2, 0)",177.94,97.11,2.02,312.0,"(0, 2, 0)",5.832499999999998,48.07425742574257,-40.01485148514851
5,"(2, 0, 0)",177.94,102.32,2.11,309.0,"(0, 2, 0)",5.832499999999998,48.492890995260666,-35.83886255924171
6,"(0, 2, 0)",177.94,85.17,1.78,315.7,"(0, 2, 0)",5.832499999999998,47.848314606741575,-52.11797752808989
7,"(-2, 1, 0)",358.08,87.86,1.87,314.9,"(0, 2, 1)",5.216746591507007,46.98395721925134,-144.5026737967914
8,"(2, -1, 0)",358.08,93.07,1.99,311.7,"(0, 2, 1)",5.216746591507007,46.768844221105525,-133.17085427135677
9,"(2, 1, 0)",358.08,131.79,2.65,299.2,"(0, 2, 1)",5.2167465915070075,49.73207547169811,-85.39245283018867
10,"(-1, -2, 0)",358.08,120.92,2.46,309.3,"(0, 2, 1)",5.2167465915070075,49.15447154471545,-96.40650406504064
11,"(-1, 2, 0)",358.08,71.72,1.58,315.1,"(0, 2, 1)",5.216746591507007,45.392405063291136,-181.2405063291139
12,"(1, -2, 0)",358.08,87.53,1.87,312.1,"(0, 2, 1)",5.216746591507007,46.80748663101604,-144.67914438502672
13,"(1, 2, 0)",358.08,102.88,2.09,320.3,"(0, 2, 1)",5.2167465915070075,49.22488038277512,-122.10526315789474
14,"(2, -1, -1)",108.67,97.11,2.01,54.5,"(1, 2, 1)",4.762216308260959,48.3134328358209,-5.751243781094529
15,"(1, -2, -1)",108.67,108.15,2.22,66.3,"(1, 2, 1)",4.76221630826096,48.71621621621622,-0.23423423423423242
16,"(-2, 1, -1)",108.67,105.68,2.17,574.8,"(1, 2, 1)",4.76221630826096,48.70046082949309,-1.377880184331795
17,"(-1, 2, -1)",108.67,114.37,2.35,562.9,"(1, 2, 1)",4.762216308260959,48.66808510638298,2.425531914893618
18,"(-2, 1, 1)",108.67,136.78,2.8,58.0,"(1, 2, 1)",4.762216308260959,48.85,10.039285714285715
19,"(-1, 2, 1)",108.67,116.38,2.39,69.4,"(1, 2, 1)",4.76221630826096,48.69456066945606,3.2259414225941394
20,"(2, -1, 1)",108.67,113.69,2.33,571.3,"(1, 2, 1)",4.76221630826096,48.79399141630901,2.1545064377682386
21,"(1, -2, 1)",108.67,136.89,2.79,559.6,"(1, 2, 1)",4.762216308260959,49.06451612903225,10.114695340501786
22,"(-2, 2, 0)",1277.1,106.46,2.3,315.2,"(0, 2, 2)",4.124200301270537,46.28695652173913,-508.97391304347826
23,"(2, -2, 0)",1277.1,107.81,2.32,311.5,"(0, 2, 2)",4.124200301270537,46.469827586206904,-504.0043103448276
